id,nombre,nombre_norm,actividad,direccion,telefono,email,sitio_web,instagram,facebook,linkedin,logo_url,logo_origen,contacto_nombre,descripcion,ubicacion,cuit
192,HIERRONORT S.R.L.,hierronort,Comercialización de materiales para la construcción,Av. Paraguay 1450 (4400) Salta,(0387) 4231345,armengot@hierronort.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/hierronort.jpg,camara,Agustín Armengot,,,
343,HIJOS DE SALVADOR MUÑOZ SRL,hijos de salvador munoz,Ind. Agroindustrias y Alimentos,,,,,,,,https://uis.com.ar/storage/2024/07/salvador-munoz.jpg,camara,,,Salta,
158,HIMET SERVICIOS INDUSTRIALES,himet servicios industriales,Fabricaciones y montajes metalmecánicos. Obras civiles. Servicios industriales integrales.,"Av. Rodríguez Durañona 1011, Parque Industrial Salta",(0387) 154 862 078,info@himet.com.ar / ehoyos@himet.com.ar,https://www.himet.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/10/himet-1024x504.jpg,camara,Enrique Hoyos Ibarra,,,
211,HJSP S.A.S.,hjsp,Logística,"Pedernera 185, Salta",(0387) 155 213 417,hjsplogistica@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LogoCapemisa.jpg,placeholder,Humberto José Segura Postigo,,,
135,HMS PRODUCTOS Y SERVICIOS S.R.L.,hms productos y servicios,"Comercialización de equipos viales, equipos manipulación de materiales, accesorios, campamentos.",Ruta Nac. Nº 9 KM 1592 Acceso a Salta (4400) Salta,(0387) 468 6798,s.otero@hms.com.ar,https://www.hms.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/HMS.jpg,camara,Sebastián Otero,,,
344,Horizontes S.A.,horizontes,Ind. Gráfica,"Av Ex Combatientes de Malvinas 3890, Salta",(0387) 496-3862,,https://www.eltribuno.com,https://www.instagram.com/eltribunosalta,https://www.facebook.com/eltribuno,,https://static.eltribuno.com/img/estructura/header/svg/eltribuno-logo.svg,sitio_oficial,,Horizontes S.A. es la empresa editora del diario El Tribuno de Salta y propietaria de otros medios como Radio Salta.,Salta,
159,HORMIN ARGENTINA S.A.,hormin argentina,Empresa constructora orientada a obras civiles y elaboración de hormigón.,Rivadavia 491 Salta,(0387) 154 810 223,mtorino@hormin.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2024/10/hormin.jpeg,camara,Luis Torino,,,
278,HOTEL ALEJANDRO I,hotel alejandro i,Hotelería. Eventos. Gastronomía.,Balcarce 252 Salta,(0387) 4000000 / 154 778 686,mpascua@alejandro1hotel.com.ar / asanchez@alejandro1hotel.com.ar,https://www.alejandro1hotel.com.ar/,https://www.instagram.com/alejandro1hotel/,https://www.facebook.com/alejandro1hotel,https://www.linkedin.com/company/alejandro-1-hotel/,https://capemisa.com.ar/wp-content/uploads/2024/09/hotel-alejandro-I-1.png,camara,Mariana Pascual / Agustina Sanchez Sayago,,,
76,HR PEOPLE & IMPACT S.A.S.,hr people impact,"Consultoría integral en RRHH, RSE y Emergencias","Buenos Aires 135, 3° 308, Salta",(0387) 155 149 361,sebastian.vargas@hrpeopleandimpact.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/09/HR-People-Impact.png,camara,Sebastián Vargas,,,
279,HUAYRA GROUP SERVICIOS MINEROS S.A.S.,huayra group servicios mineros,Servicio Integral a Mineras,Las Moras y Las Tipas B° Solares MDay R51 KM5 San Luis Salta,(0387) 154 402 284,comercial@huayragroup.com.ar / gustavo.chiri@huayragroup.com.ar,https://huayragroup.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2024/03/huayra-group.png,camara,Gustavo Chiri,,,
15,Hubaide Böhm & Asociados,hubaide bohm asociados,Auditores y Consultores,,,,http://hubaidebohm.com.ar,,,https://www.linkedin.com/company/hubaide-bohm-asociados/,https://hubaidebohm.com.ar/wp-content/uploads/2024/08/Hubaide-Bohm-Logo.svg,sitio_oficial,,,"Salta, Argentina",
160,IMEC ENGINEERING COMPANY S.R.L.,imec engineering company,Ingeniería y gerenciamiento de proyectos,"Los Canelos 378, B° Tres Cerritos, Salta",(0387) 15 135 246,emendoza@imec-ingenieria360.com,https://www.imec-ingenieria360.com/,,,,https://capemisa.com.ar/wp-content/uploads/2025/06/imec-engineering.png,camara,Emanuel Mendoza,,,
96,IMEC SERVICIOS MINEROS S.R.L.,imec servicios mineros,"Construcciones Metalúrgicas, estructuras, tanques y Piping. Fabricación y montaje industrial. Redes contra incendios.","Los Tarcos 65 Bº Tres Cerritos, Salta",(0387) 7448497,jose.ramos@imecsm.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/imec-ingenieria-1024x724.jpg,camara,José Luis Ramos,,,
97,IMECA S.R.L.,imeca,"Construcción, reforma y reparación de edificios residenciales. Construcción de obras de ingeniería civil N.C.P.","Av. Los Pájaros 1427, Salta",(0387) 4349793 / 156 841 097,imecasrl@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/imeca.png,camara,Ing. Alfredo Alberto Salum,,,
37,IMEX S.A.,imex,"Alquiler de vehículos equipados para la actividad minera con o sin chofer. Transporte de cargas livianas, escoltas, transporte de personas en camioneta.","Pellegrini 377, Salta",(0387) 4223035,administracion@prontomotos.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/imex-servicios-mineros-1024x423.png,camara,Francisco Mazieres,"Empresa dedicada al alquiler de vehículos equipados para la actividad minera con o sin chofer, transporte de cargas livianas, escoltas, transporte de personas en camioneta.",Salta,
193,IMPLEMENTOS INDUSTRIALES SRL,implementos industriales,Venta de artículos de ferretería por mayor y menor,"Av. Chile 1290, Salta Capital. / Luis Burela 91, San Salvador de Jujuy",(0387) 4236700 o (0388) 4311400,flavio@implementosind.com.ar,https://www.implementosind.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/implementos_industriales.jpg,camara,Flavio Marziano,,,
345,Ind. Frigoríficas Norte Grande S.A.,ind frigorificas norte grande,Ind. Frigoríficas,Ruta Nacional 34 Km. 1134 Manzana 1 Lote 1 Parque Industrial General Güemes,0387 491-3125,,https://www.lafrancisca.com,https://www.instagram.com/lafranciscaok/,https://www.facebook.com/lafranciscaok/,,https://www.lafrancisca.com/public/images/logo-la-francisca-we.svg,sitio_oficial,,"Es una empresa de alimentos que abarca todo el proceso de elaboración de alimentos derivados del cerdo. Ofrece cortes frescos, fiambres y embutidos con calidad artesanal y tecnología de vanguardia con distribución en todo el país bajo la marca La Francisca.",Salta,
98,INDASA S.A.,indasa,"Metal-Mecánicas, Civiles y Eléctricas","Finca Los Álamos Av. Perón y Balbín s/n Santa Ana 1 C,errillos, Salta",(0387) 4952541,baltazar.sanchez@indasa.com.ar / juan.sanchez@indasa.com.ar,https://www.indasa.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/indasa.png,camara,Baltazar Sánchez Acosta,,,
136,ING. RAMÓN RUSSO,ing ramon russo,"Venta de Grupos Electrógenos, Bombas de Agua, Sistemas contra Incendio, Electricidad y Electrónica Industrial",Catamarca N° 155 – Salta,(0387) 4314625,federicorusso@ramonrusso.com,https://ramonrusso.com/,https://instagram.com/ingramonrusso,https://facebook.com/ingramonrusso,,https://capemisa.com.ar/wp-content/uploads/2022/03/ramon_-russonew_-a_200px.jpg,camara,Cr. Federico Russo / Ing Ramón Russo,"Ingeniero Ramón Russo es una empresa familiar dedicada a brindar soluciones principalmente en las áreas de energía, bombeo de fluidos, electricidad y electrónica industrial, entre otros. Todo ello a través de dos importantes canales, el primero y con el cual comenzó nuestra empresa es a través de la “Representación” de prestigiosas marcas a Nivel Nacional e Internacional, siguiendo por la unidad de “Fabricación” de distintos equipos como Grupos Electrógenos, Sistemas Contra Incendio, Sistemas de Presurización, Motobombas y Tableros Eléctricos.",Salta,
194,INGENIERÍA ELÉCTRICA S.A.S.,ingenieria electrica,Ejecución de Obras. Tableros Eléctricos. Venta de Materiales Eléctricos,Coronel Vidt 48 (4400) Salta,(0387) 4238894 / (03877) 154 04400,jmunoz@iesalta.com.ar,https://iesalta.com.ar/,https://www.instagram.com/ingenieriaelectricasalta/,https://www.facebook.com/ingenieriaelectricasalta,https://www.linkedin.com/company/iesalta/,https://capemisa.com.ar/wp-content/uploads/2021/08/ingenieriaelectrica.png,camara,Ing. Juan Ignacio Muñoz,,,
161,INGENIERIA MINERA S.A.,ingenieria minera,Obras de cañerías.,Calle 1 y 2 Parque Industrial Salta,(0387) 154 648 413,pedroissa@ingenieriaminera.com,https://ingenieriaminera.com/,https://www.instagram.com/ingenieriamineraarg/,,,https://capemisa.com.ar/wp-content/uploads/2023/11/ingenieria-minera-1024x880.jpg,camara,Pedro Issa,,,
280,INGENIERIA & SISTEMAS S.A.S.,ingenieria sistemas,Consultoría en sistemas informáticos. Soporte IT. Desarrollo de Software.,Di Pascuo 3282 B° Grand Bourg,(0387) 156 857 113,fcostello@ingenieriasistemas.com.ar,https://www.ingenieriasistemas.com.ar/,,,https://www.linkedin.com/company/ingenieria-en-sistemas/,https://capemisa.com.ar/wp-content/uploads/2024/09/ingenieria-sistemas.jpg,camara,Facundo Costello,,,
368,INNOA,innoa,Ind. Gráfica,"Lerma 473, Salta",387-613-9430,pinsalta@hotmail.com,https://innoa.com.ar,https://www.instagram.com/innoainsumos/,https://www.facebook.com/noainsumosgraficos,,https://uis.com.ar/storage/2026/04/logo-innoa.webp,camara,,"Se dedica a ofrecer soluciones innovadoras en el ámbito de la tecnología y el diseño. Con un compromiso firme hacia la calidad y la satisfacción del cliente, este emprendimiento busca satisfacer las necesidades de su comunidad.",Salta,
99,INVLAC CONSTRUCCIONES S.R.L.,invlac construcciones,Construcciones civiles y metalúrgicas,Aniceto Latorre 1962 (4400) Salta,(0387) 4216210,comercial@invlac.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/LOGO_Invlac_Constructora.jpg,camara,Ernesto Maggio,,,
162,IRUYA INGENIERÍA S.R.L.,iruya ingenieria,"Proveedor e Integrador de Tecnologías. Integrador de corrientes fuertes y débiles, en planta interna y externa.",Hernando de Lerma 540 (4400) Salta,(0387) 4215996,info@iruyaingenieria.com.ar / jose.russo@iruyaingenieria.com.ar,https://www.iruyaingenieria.com.ar/,,,,https://www.iruyaingenieria.com.ar/images/Logo_blanco_Banco_Macro2.svg,sitio_oficial,José Antonio Russo,,,
146,ISG S.A.S,isg,Consultoría e impermeabilización en general con geosinteticos,Balcarce 735 Of. H Salta,,adminsitracion@isg.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Marcelo Hernan Liendo,,,
281,ISITEC,isitec,"Implementaciones tecnológicas, baja y media tensión","Av. Finca Yerba Buena 1,1 KM, Punto Corp Of A2, San Lorenzo, Salta",(0387) 155 409 810,contacto@isitec.com.ar,https://isitec.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2026/02/Logo-Isitec.jpg,camara,Tomás Butler,,,
251,JCI SEGURIDAD S.A.S.,jci seguridad,Seguridad privada,Av. Belgrano 1557 PB Oficina 1 (4400) Salta,(0387) 154 629 721,jcisegprivada@gmail.com,https://jciseguridad.com.ar/,https://instagram.com/jciseguridadprivada,,,https://capemisa.com.ar/wp-content/uploads/2025/01/jci.jpeg,camara,Octavio Cornejo,,,
346,JOFA S.A.,jofa,Ind. Agroindustrias y Alimentos,,,,,,,,https://uis.com.ar/core/views/315ab0553d/images/featured.jpg);,camara,,,Salta,
100,JUAN PEDRO GARIN CONSTRUCCIONES S.A.,juan pedro garin construcciones,Construcciones de obras en general,Av. Reyes Católicos 1677 (4400) Salta,(0387) 4392410 / (03873) 154 10643,garinjpc@arnet.com.ar,http://www.garinjpc.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/jpgarin.jpg,camara,Juan Pedro Garin,,,
163,KAIZEN INGENIERÍA SRL,kaizen ingenieria,Ejecución de obras y servicios eléctricos y de instrumentación,Av. Ragone 1281 (4400) Salta,(0387) 427 1457,martin.arzelan@kaizeningenieria.com.ar / gustavo.agostini@kaizeningenieria.com.ar / info@kaizeningenieria.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/LOGO_KAIZEN_INGENIERIA_ENTERO-01.png,camara,,,,
101,KAJAI S.A.,kajai,"Construcciones civiles, industriales y eléctricas",Av. Asunción 1499 B° Autódromo (4400) Salta,(0387) 4280535 / (0381) 155 246 100,kajai_sa@yahoo.com,https://kajai.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/LOGO_KAJAI.png,camara,Ing. Sebastián Gutierrez Salica,,,
53,LA ESTRELLA,la estrella,Catering. Limpieza,M17 C21 B° San Ignacio (4400) Salta,(0387) 435 0158 / 670 7457 / 154 115 560,cateringlaestrella01@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2023/07/la-estrella-1-1012x1024.jpg,camara,Ángela Laxi,,,
347,La Moraleja S.A.,la moraleja,Ind. Agroindustrias y Alimentos,"Ruta Provincial Nº 5, Km. 155, Luis Burela, Salta",03877 49-3901,info@lamoraleja.com.ar,https://lamoraleja.com.ar,,,,https://uis.com.ar/storage/2024/07/lamoraleja.jpg,camara,,"La Moraleja es una empresa agroindustrial especializada en la producción de limones frescos y productos industrializados de limón, orientados principalmente a la exportación y para proveer a la industria alimenticia. Empaca más de 1.000.000 de cajas de limón al año, a partir de más de 1.3 millones de plantas de limón regadas a través de 14.000 kilómetros de tuberías de goteo. Cuenta además con una planta de generación de energía social que le permite atender un tercio del consumo total de la planta.",Apolinario Saravia,
212,LA VELOZ DEL NORTE S.A.,la veloz del norte,Transporte de bienes y pasajero,Av. Monseñor Tavella 54 Salta,(0387) 155 081 016,eaguilar@flechamail.com.ar / mining@lanuevaveloz.com.ar,https://www.lavelozdelnorte.com.ar/,https://www.instagram.com/lavelozoficial/,https://www.facebook.com/LaVelozOficial,,https://www.lavelozdelnorte.com.ar/on/demandware.static/Sites-VelozDelNorte-Site/-/default/dw9bce9e5f/images/logo.svg,sitio_oficial,Ezequiel Aguilar,,,
234,LABAC S.R.L.,labac,Prestaciones de Servicio de Salud. Análisis Clínicos,Del Milagro 378 (4400) Salta,(0387) 4953137 / 155 910 111,labacsrl@labac.com.ar,https://www.labac.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/labac-724x1024.jpeg,camara,Luciana Bellomo,,,
77,LABORATORIO BIOAGRONORT SALTA S.R.L.,laboratorio bioagronort salta,Laboratorio de parámetros ambientales y laborales. Consultoría ambiental.,Pje. Arteaga 1147 (4400) Salta,(0387) 4228791,laboratorio@bioagronort.com bioagronortsalta@gmail.com,https://www.bioagronort.com/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/bioagro.jpg,camara,Rodrigo Desmendt / Raquel Roldan / Paola Rionda,,,
235,LABTEC S.R.L.,labtec,"Centro integral de soluciones en medicina laboral, medioambiente y logística.",Pje. Mollinedo 442 (4400) Salta,(0387) 3090022,mbellomo@labtec.ar / imateo@labtec.ar,https://www.labtec.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2022/02/Captura-de-Pantalla-2022-02-02-a-las-12.31.57-1024x502.png,camara,Mariana Bellomo / Ignacio Mateo,,,
282,LE PONT S.A.S.,le pont,Comercio internacional. LogÍstica nacional e internacional. Asesoramiento normativas aduaneras.,Av. Bicentenario 88 Salta,(0387) 155 716 279,agustin.uria@estudiolepont.com,https://estudiolepont.com/,https://www.instagram.com/estudio.lepont/,,https://www.linkedin.com/company/estudiolepont/,https://capemisa.com.ar/wp-content/uploads/2025/03/le-pont-1024x724.png,camara,Mario Agustín Uría Galera,,,
16,Lithium Americas – Proyecto Pastos Grandes,lithium americas proyecto pastos grandes,Producto: Litio,,778-656-5820,info@lithiumamericas.com,http://www.lithiumamericas.com/,http://www.instagram.com/lithiumamericas/,https://www.facebook.com/LithiumAmericas,http://www.linkedin.com/company/lithiumamericas,https://s203.q4cdn.com/835901927/files/design/logos/logo.svg,sitio_oficial,,,Santa Rosa de los Pastos Grandes,
17,Litica Resources – Proyecto Pozuelos,litica resources proyecto pozuelos,Exploración Minera — Mineral: Litio — Fase: Exploración Avanzada,,,,https://www.pluspetrol.net/litica.php,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/captura-de-pantalla-2022-05-26-a-las-000527.png,camara,,,Santa Rosa de los Pastos Grandes,
213,LOGISTICA CN GRUPO S.A.,logistica cn grupo,Transporte. Almacén. Servicios Logísticos,Av. Chile 1275 (4400) Salta,(0387) 155 655 592,bruno.gallo@cnsima.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2023/10/Imagen-de-WhatsApp-2023-10-02-a-las-18.01.57_818e9a29.jpg,camara,Bruno Gallo,,,
214,LOGISTICA DEL ALTO S.R.L.,logistica del alto,Servicio de transporte de automotor de carga NCP,"Dean Funes 771, Salta",(0387) 403 2318,contacto@logisticadelalto.com,https://logisticadelalto.com/,,,http://linkedin.com/company/logistica-del-alto,https://capemisa.com.ar/wp-content/uploads/2025/01/logistica-del-alto-1024x581.png,camara,Virginia Ramos,,,
215,LOGÍSTICA MINERA,logistica minera,Logística Minera,Av. Excombatientes de Malvinas 6100 (4400) Salta,(0387) 154 410 789,grupovacazur1@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Mosoalen Luis Vacazur,,,
216,LOGISTICA SALTA,logistica salta,Transporte de cargas y servicios logísticos.,Ameghino y 20 de Febrero Galpón 10 Salta,(0387) 154 314 867,santiago@logistica-salta.com.ar,https://www.logistica-salta.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2024/03/logisa.jpg,camara,Santiago Oriz,,,
217,LOGÍSTICA Y SERVICIOS AMBIENTALES S.R.L.,logistica y servicios ambientales,Recuperación de materiales y desechos no metálicos,Office Park Av. Circunvalación Oeste (Bajada La Ciénaga) (4400) Salta,(0387) 4283043 / 155 337 842,comercial@lsambientales.com.ar,https://lsambientales.com.ar/,,,,https://lsambientales.com.ar/wp-content/uploads/2025/04/LOGO-SLA.svg,sitio_oficial,Ivana Basalo,,,
195,LOPEZ DIESEL SA,lopez diesel,Venta de Repuestos para Máquinas y Motores,Zabala 228 – Salta Capital,(0387) 4230973,contable@lopezdiesel.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/lopez_diesel_a_200px.jpg,camara,Cra. Rosana Lemos,,,
102,LUDROX S.A.S,ludrox,Construcción,"Oficinas Punto Corp Av. Finca Yerba Buena KM 1,1, San Lorenzo Chico, Salta",387 4580 927,info@ludrox.com.ar,https://www.ludrox.com.ar/,https://www.instagram.com/ludroxsteelframing/,https://www.facebook.com/Ludrox,,https://capemisa.com.ar/wp-content/uploads/2025/12/ludrox-1024x305.jpeg,camara,Pedro Alocco / Javier Alocco,,,
196,LUXING S.R.L.,luxing,Venta de artículos de electricidad e iluminación,"Av. Chile 1449, Salta",(0387) 4231751,administracion@m-electricidad.com,http://www.m-electricidad.com/,https://www.instagram.com/melectricidad/,https://www.facebook.com/M.Electricidad.Salta,https://www.linkedin.com/company/melectricidad,https://capemisa.com.ar/wp-content/uploads/2025/09/luxing.png,camara,Rita Ballón,,,
218,M LOGÍSTICA Y DISTRIBUCIÓN S.R.L,m logistica y distribucion,Transporte y Logística. Cargas generales. Peligrosas. RENPRE. Cargas Internacionales. Depósito y playa de transferencias de cargas,Ruta 9 km 1591 (4400) Salta,(0387) 155 202 069,servicios.mineros@grupoemesalta.com.ar,https://v0-m-logistica-y-distribucion-srl.vercel.app/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/m-logisitica-y-distribucion.jpg,camara,María Eugenia Teseyra,,,
38,M & M MINNING AND CONSTRUCTION SERVICE,m m minning and construction service,Alquiler de vehículos automotores sin conductor ni operarios,Gral. Güemes 1349 2 piso «8» (4400) Salta,(0387) 154 506 234,estudiofeccia@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/mm_minning_solutions.jpg,camara,Marcela Feccia,,,
103,MADE S.R.L.,made,Construcción,Av. Del Bicentenario 1024 Salta,(0387) 2442218,contacto@madesrl.com.ar / mrodriguez@madesrl.com.ar,https://madesrl.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2024/06/made-1024x724.png,camara,Ing. Matías Rodríguez,,,
137,MAE WORK & SERVICE S.A.S.,mae work service,Servicios mineros,B° 365 Viviendas Mza 21 Casa 13 (4560) Tartagal Salta,(03873) 155 93347,mario.ucci@maeworkservice.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/mae_work.jpg,camara,Fabrisio Mario Ucci,,,
283,MAHR HNOS. CONSTRUCCIONES METALICAS S.R.L.,mahr hnos construcciones metalicas,Construcción de módulos. Alquiler de hidrogrúas. Servicio de transporte con camiones,"Av. Chile 1590, Salta",(0387) 156 856 332,,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LogoCapemisa.jpg,placeholder,Martin Mahr,,,
284,MAM,mam,Venta al por mayor de mercancías. Servicios empresariales. Servicios de transporte de automotor,Córdoba 1021 Salta,(0387) 4260129,marcelomalvasi@gmail.com,https://www.mamimpexp.com/,,https://www.facebook.com/marcelo.malvasi,http://www.linkedin.com/in/marcelo-malvasi-854632329,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Marcelo Antonio Malvasi Perez,,,
18,Mansfield Minera S.A.- Mina Lindero,mansfield minera s a mina lindero,Mineral: Oro — Fase: Producción,,,info@fmcmail.com,https://fortunasilver.com,https://www.instagram.com/fortunamining/,,https://www.linkedin.com/company/fortunamining,https://cmsalta.com.ar/wp-content/uploads/2022/05/logomansfield.jpg,camara,,"Lindero es una mina a cielo abierto, ubicada en Salta, y es operada por Mansfield Minera S.A., subsidiaria de la empresa Fortuna Silver.

En producción desde 2021, Lindero es un pórfido de oro que, según las reservas al 31 de diciembre de ese año, tiene una vida útil de 13 años.

Mina Lindero juega un rol fundamental en el desarrollo sustentable de la región de Tolar Grande y de la provincia de Salta, habiendo transformado en el primer trimestre de producción, la matriz de comercio exterior de la provincia, ubicando al oro y otros minerales, como el segundo complejo exportador.",Lindero,
19,MANUFACTURA DE LOS ANDES S.A.,manufactura de los andes,Fabricación de Ácido Bórico — Mineral: Ácido Bórico — Fase: Producción,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2023/11/manufactura-los-mandes-jpg.png,camara,,,"Olacapato, Salta",
197,MAR ANDINO S.A.S.,mar andino,Logística de transporte de personal. Venta de accesorios y elementos de seguridad para vehículos mineros.,Tucumán 1468 (4400) Salta,(0387) 156 004 837,marandinosas@gmail.com,https://www.facebook.com/mar.andino.98,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/mar_andino.jpg,camara,Omar Guanuco / Marisel Alvarez,,,
285,MARDAN S.A.S,mardan,Servicio integral de lavandería,"Laprida 246, Salta",(0387) 155 253 073,comercial@lavanderiamardan.com.ar,https://www.lavanderiamardan.com.ar/,https://www.instagram.com/mardanlavanderia,https://www.facebook.com/TaloBV,,https://capemisa.com.ar/wp-content/uploads/2024/10/Logo-Capemisa-RedesMesa-de-trabajo-1-1024x1024.png,camara,Daniela del Valle Fernández,,,
138,MARI MARI MODULAR,mari mari modular,"Alquiler y venta de módulos y campamentos mineros. “Llave en Mano”. Grupos electrógenos. Ramales principales de luz, agua, cloacas. Planta de efluentes. Alquiler de 4×4. Traslado de personal y grúas.",Los Olivos 199 Tres Cerritos (4400) Salta,(0387) 4395613,jose.garcia@mineramarimari.com / arnaldo.hubaide@mm-modular.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/mm.png,camara,Arnaldo Hubaide,,,
139,MAROZZI S.A,marozzi,"Alquiler y ventas de máquinas para trabajos en altura y logística. Brazos Articulados, Manipuladores Telescópicos, Plataformas de elevación tipo Tijeras, Hidrogrúas, Grupos Electrógenos, Torres de Iluminación, Autoelevadores, Apiladores y traspallets","Av. Tavella 2242, Salta",(0387) 155 985 25 / 154 154 852,contacto@marozzisa.com,https://www.marozzisa.com/,https://www.instagram.com/marozzi.sa/,https://www.facebook.com/marozzisa/,https://www.linkedin.com/company/nestor-a.-marozzi-s.a./,https://capemisa.com.ar/wp-content/uploads/2025/01/marozzi-1024x1024.png,camara,Alejandro Mussini / Norma Argota,,,
348,Massalin Particulares S.R.L.,massalin particulares,Ind. Tabacalera,"Calle Ingeniero Mauri 370, Rosario de Lerma, Salta",0387 578-2288,info@pmi.com,https://www.pmi.com,,https://www.facebook.com/insidePMI/,https://www.linkedin.com/company/insidepmi/,https://www.pmi.com/content/dam/pmicom/global/images/logos/pmi-logoaaf115bd6c7468f696e2ff0400458fff.svg,sitio_oficial,,"Philip Morris Argentina es la afiliada local de Philip Morris International (PMI) en el país. La compañía opera una planta de fabricación de cigarrillos en Merlo, provincia de Buenos Aires, una planta de procesamiento de hojas de tabaco en Rosario de Lerma, Salta, y cuenta además con dos centros de acopio. Es la empresa tabacalera líder en Argentina, con aproximadamente 2.000 empleados. Su portafolio incluye marcas que responden a la diversidad de consumidores del país.",Salta,
198,MASTER CLEAN S.A.,master clean,Venta de artículos de limpieza para el sector industrial e institucional,"Laprida 195, Salta",(0387) 155 056 605 / 156 114 731,vendedor10@masterclean.com.ar,https://www.masterclean.com.ar/,https://instagram.com/mastercleanok,https://www.facebook.com/MasterCleanok/,,https://capemisa.com.ar/wp-content/uploads/2025/12/master-clean.jpeg,camara,Natalia Fabbroni,,,
236,MED LAB SALTA S.R.L.,med lab salta,Medicina Laboral,"Vicente López 777, Salta",(0387) 155 845 658 / 155 356 183,administracion@medlabsalta.com.ar,http://medlabsalta.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/08/Med-Lab-1024x1024.png,camara,,,,
237,MEDICINA AMBULATORIA SALTA S.R.L.,medicina ambulatoria salta,Medicina Laboral. Laboratorio. Diagnóstico por Imágenes,Buenos Aires 196 (4400) Salta,(0387) 4311977 Int. 126,rrhh@massaltasalud.com.ar,https://massalta.com.ar/,https://www.instagram.com/massaludsalta/,https://www.facebook.com/massaludsalta,https://www.linkedin.com/company/massalta/,https://capemisa.com.ar/wp-content/uploads/2022/04/mas.jpg,camara,Carola Guantay,,,
104,MEGA S.R.L.,mega,Construcción e industria metalmecánica,Av. San Millán esquina Vicente Perez B° Villa Los Tarcos (4403) Salta,(0387) 4902528 / 2878,mega3@megasrl.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Analía Sosa,,,
369,Metalcon,metalcon,Ind. Metalurgica,"Calle 4 N°892, Parque Industrial de Salta",0387 4962353,,https://metalcon.com.ar,,,,https://uis.com.ar/storage/2026/04/logo-metalcon.webp,camara,,,Salta,
286,METALNOR S.R.L.,metalnor,"Retiro, procesamiento y disposición final de rezagos industriales ferrosos y no ferrosos.",R. P. 26 Km. 1 Camino a La Isla Salta,(0387) 155 235 139 / 155 382 979,recepcion@metalnorsalta.com.ar / jefeferroso@metalnorsalta.com.ar,https://metalnorsalta.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2024/09/metalnor-1024x410.jpg,camara,Eunice Durgale,"Es una empresa líder en eciclaje de metales y chatarra en Salta, ofreciendo una amplia gama de servicios diseñados para facilitar la recolección, el procesamiento y la comercialización de estos materiales. Entre los principales servicios que brinda se encuentran la compra de chatarra, la recolección a domicilio, y el servicio de asesoramiento en la gestión de residuos metálicos. Además de estos servicios, Metalnor también se enfoca en la oncientización ambiental, promoviendo prácticas sostenibles y el correcto manejo de los residuos metálicos. El reciclaje de metales no solo contribuye a la conservación del medio ambiente, sino que también genera un impacto positivo en la economía local al fomentar la reutilización de recursos y reducir la necesidad de extracción de nuevos materiales.",Salta,
